timestep,date,node,S,E,I,R
299,2019-10-27,7,712,0,0,10591
299,2019-10-27,8,638,0,0,8893
299,2019-10-27,9,471,0,0,9139
299,2019-10-27,10,193,0,0,3814
299,2019-10-27,11,474,0,0,7169
299,2019-10-27,12,543,0,0,6901
299,2019-10-27,13,813,0,0,10977
300,2019-10-28,0,56,0,0,2485
300,2019-10-28,1,58,0,0,1741
300,2019-10-28,2,104,0,0,2336
300,2019-10-28,3,122,0,0,3117
300,2019-10-28,4,472,0,0,6597
300,2019-10-28,5,265,0,0,3522
300,2019-10-28,6,684,0,0,9634
300,2019-10-28,7,712,0,0,10590
300,2019-10-28,8,638,0,0,8893
300,2019-10-28,9,471,0,0,9139
300,2019-10-28,10,193,0,0,3814
300,2019-10-28,11,474,0,0,7169
300,2019-10-28,12,543,0,0,6901
300,2019-10-28,13,813,0,0,10977
301,2019-10-29,0,56,0,0,2485
301,2019-10-29,1,58,0,0,1741
301,2019-10-29,2,104,0,0,2336
301,2019-10-29,3,117,0,0,3095
301,2019-10-29,4,474,0,0,6597
301,2019-10-29,5,266,0,0,3522
301,2019-10-29,6,687,0,0,9634
301,2019-10-29,7,716,0,0,10589
301,2019-10-29,8,641,0,0,8893
301,2019-10-29,9,474,0,0,9139
301,2019-10-29,10,194,0,0,3814
301,2019-10-29,11,477,0,0,7169
301,2019-10-29,12,546,0,0,6901
301,2019-10-29,13,817,0,0,10976
302,2019-10-30,0,56,0,0,2484
302,2019-10-30,1,58,0,0,1741
302,2019-10-30,2,104,0,0,2336
302,2019-10-30,3,117,0,0,3095
302,2019-10-30,4,474,0,0,6597
302,2019-10-30,5,266,0,0,3522
302,2019-10-30,6,687,0,0,9634
302,2019-10-30,7,716,0,0,10589
302,2019-10-30,8,641,0,0,8893
302,2019-10-30,9,474,0,0,9139
302,2019-10-30,10,194,0,0,3813
302,2019-10-30,11,477,0,0,7169
302,2019-10-30,12,546,0,0,6901
302,2019-10-30,13,817,0,0,10976
303,2019-10-31,0,56,0,0,2484
303,2019-10-31,1,58,0,0,1741
303,2019-10-31,2,104,0,0,2336
303,2019-10-31,3,117,0,0,3095
303,2019-10-31,4,474,0,0,6597
303,2019-10-31,5,266,0,0,3522
303,2019-10-31,6,687,0,0,9634
303,2019-10-31,7,716,0,0,10589
303,2019-10-31,8,641,0,0,8893
303,2019-10-31,9,474,0,0,9138
303,2019-10-31,10,194,0,0,3813
303,2019-10-31,11,477,0,0,7169
303,2019-10-31,12,546,0,0,6901
303,2019-10-31,13,817,0,0,10976
304,2019-11-01,0,56,0,0,2484
304,2019-11-01,1,58,0,0,1740
304,2019-11-01,2,104,0,0,2336
304,2019-11-01,3,117,0,0,3095
304,2019-11-01,4,474,0,0,6596
304,2019-11-01,5,266,0,0,3522
304,2019-11-01,6,687,0,0,9633
304,2019-11-01,7,716,0,0,10589
304,2019-11-01,8,641,0,0,8893
304,2019-11-01,9,474,0,0,9138
304,2019-11-01,10,194,0,0,3813
304,2019-11-01,11,477,0,0,7169
304,2019-11-01,12,546,0,0,6900
304,2019-11-01,13,817,0,0,10976
305,2019-11-02,0,56,0,0,2484
305,2019-11-02,1,58,0,0,1740
305,2019-11-02,2,104,0,0,2336
305,2019-11-02,3,117,0,0,3094
305,2019-11-02,4,474,0,0,6596
305,2019-11-02,5,266,0,0,3522
305,2019-11-02,6,687,0,0,9633
305,2019-11-02,7,716,0,0,10589
305,2019-11-02,8,641,0,0,8893
305,2019-11-02,9,474,0,0,9138
305,2019-11-02,10,194,0,0,3813
305,2019-11-02,11,477,0,0,7169
305,2019-11-02,12,546,0,0,6900
305,2019-11-02,13,817,0,0,10976
306,2019-11-03,0,56,0,0,2484
306,2019-11-03,1,58,0,0,1740
306,2019-11-03,2,104,0,0,2336
306,2019-11-03,3,117,0,0,3093
306,2019-11-03,4,474,0,0,6596
306,2019-11-03,5,266,0,0,3522
306,2019-11-03,6,687,0,0,9633
306,2019-11-03,7,716,0,0,10589
306,2019-11-03,8,641,0,0,8892
306,2019-11-03,9,474,0,0,9138
306,2019-11-03,10,194,0,0,3813
306,2019-11-03,11,477,0,0,7169
306,2019-11-03,12,546,0,0,6900
306,2019-11-03,13,817,0,0,10976
307,2019-11-04,0,56,0,0,2484
307,2019-11-04,1,58,0,0,1740
307,2019-11-04,2,104,0,0,2336
307,2019-11-04,3,117,0,0,3093
307,2019-11-04,4,474,0,0,6596
307,2019-11-04,5,266,0,0,3522
307,2019-11-04,6,687,0,0,9633
307,2019-11-04,7,716,0,0,10588
307,2019-11-04,8,641,0,0,8892
307,2019-11-04,9,474,0,0,9138
307,2019-11-04,10,194,0,0,3813
307,2019-11-04,11,477,0,0,7169
307,2019-11-04,12,546,0,0,6900
307,2019-11-04,13,817,0,0,10976
308,2019-11-05,0,56,0,0,2484
308,2019-11-05,1,58,0,0,1740
308,2019-11-05,2,104,0,0,2335
308,2019-11-05,3,116,0,0,3065
308,2019-11-05,4,475,0,0,6596
308,2019-11-05,5,267,0,0,3522
308,2019-11-05,6,690,0,0,9632
308,2019-11-05,7,720,0,0,10587
308,2019-11-05,8,645,0,0,8892
308,2019-11-05,9,477,0,0,9138
308,2019-11-05,10,196,0,0,3813
308,2019-11-05,11,480,0,0,7168
308,2019-11-05,12,549,0,0,6900
308,2019-11-05,13,822,0,0,10975
309,2019-11-06,0,56,0,0,2484
309,2019-11-06,1,58,0,0,1740
309,2019-11-06,2,104,0,0,2335
309,2019-11-06,3,116,0,0,3065
309,2019-11-06,4,475,0,0,6596
309,2019-11-06,5,267,0,0,3521
309,2019-11-06,6,690,0,0,9632
309,2019-11-06,7,720,0,0,10587
309,2019-11-06,8,645,0,0,8892
309,2019-11-06,9,477,0,0,9138
309,2019-11-06,10,196,0,0,3813
309,2019-11-06,11,480,0,0,7168
309,2019-11-06,12,549,0,0,6899
309,2019-11-06,13,822,0,0,10975
310,2019-11-07,0,56,0,0,2484
310,2019-11-07,1,58,0,0,1740
310,2019-11-07,2,104,0,0,2335
310,2019-11-07,3,116,0,0,3065
310,2019-11-07,4,475,0,0,6595
310,2019-11-07,5,267,0,0,3520
310,2019-11-07,6,690,0,0,9631
310,2019-11-07,7,720,0,0,10587
310,2019-11-07,8,645,0,0,8892
310,2019-11-07,9,477,0,0,9138
310,2019-11-07,10,196,0,0,3813
310,2019-11-07,11,480,0,0,7168
310,2019-11-07,12,549,0,0,6899
310,2019-11-07,13,822,0,0,10975
311,2019-11-08,0,56,0,0,2484
311,2019-11-08,1,58,0,0,1740
311,2019-11-08,2,104,0,0,2334
311,2019-11-08,3,116,0,0,3065
311,2019-11-08,4,475,0,0,6595
311,2019-11-08,5,267,0,0,3520
311,2019-11-08,6,690,0,0,9631
311,2019-11-08,7,720,0,0,10587
311,2019-11-08,8,645,0,0,8892
311,2019-11-08,9,477,0,0,9137
311,2019-11-08,10,196,0,0,3813
311,2019-11-08,11,480,0,0,7168
311,2019-11-08,12,549,0,0,6899
311,2019-11-08,13,822,0,0,10975
312,2019-11-09,0,56,0,0,2484
312,2019-11-09,1,58,0,0,1740
312,2019-11-09,2,104,0,0,2334
312,2019-11-09,3,116,0,0,3065
312,2019-11-09,4,475,0,0,6595
312,2019-11-09,5,267,0,0,3520
312,2019-11-09,6,690,0,0,9631
312,2019-11-09,7,720,0,0,10587
312,2019-11-09,8,645,0,0,8892
312,2019-11-09,9,477,0,0,9137
312,2019-11-09,10,196,0,0,3813
312,2019-11-09,11,480,0,0,7168
312,2019-11-09,12,549,0,0,6899
312,2019-11-09,13,822,0,0,10975
313,2019-11-10,0,56,0,0,2483
313,2019-11-10,1,58,0,0,1740
313,2019-11-10,2,104,0,0,2334
313,2019-11-10,3,116,0,0,3065
313,2019-11-10,4,475,0,0,6595
313,2019-11-10,5,267,0,0,3520
313,2019-11-10,6,690,0,0,9631
313,2019-11-10,7,720,0,0,10587
313,2019-11-10,8,645,0,0,8891
313,2019-11-10,9,477,0,0,9137
313,2019-11-10,10,196,0,0,3813
313,2019-11-10,11,480,0,0,7167
313,2019-11-10,12,549,0,0,6899
313,2019-11-10,13,822,0,0,10975
314,2019-11-11,0,56,0,0,2483
314,2019-11-11,1,58,0,0,1740
314,2019-11-11,2,104,0,0,2334
314,2019-11-11,3,116,0,0,3065
314,2019-11-11,4,475,0,0,6594
314,2019-11-11,5,267,0,0,3520
314,2019-11-11,6,690,0,0,9631
314,2019-11-11,7,720,0,0,10586
314,2019-11-11,8,645,0,0,8891
314,2019-11-11,9,477,0,0,9137
314,2019-11-11,10,196,0,0,3813
314,2019-11-11,11,480,0,0,7167
314,2019-11-11,12,549,0,0,6899
314,2019-11-11,13,822,0,0,10974
315,2019-11-12,0,56,0,0,2483
315,2019-11-12,1,58,0,0,1740
315,2019-11-12,2,104,0,0,2334
315,2019-11-12,3,112,0,0,3040
315,2019-11-12,4,477,0,0,6594
315,2019-11-12,5,268,0,0,3520
315,2019-11-12,6,693,0,0,9631
315,2019-11-12,7,724,0,0,10586
315,2019-11-12,8,648,0,0,8891
315,2019-11-12,9,480,0,0,9135
315,2019-11-12,10,197,0,0,3813
315,2019-11-12,11,483,0,0,7167
315,2019-11-12,12,552,0,0,6899
315,2019-11-12,13,827,0,0,10973
316,2019-11-13,0,56,0,0,2483
316,2019-11-13,1,58,0,0,1739
316,2019-11-13,2,104,0,0,2334
316,2019-11-13,3,112,0,0,3040
316,2019-11-13,4,477,0,0,6593
316,2019-11-13,5,268,0,0,3520
316,2019-11-13,6,693,0,0,9630
316,2019-11-13,7,724,0,0,10586
316,2019-11-13,8,648,0,0,8891
316,2019-11-13,9,480,0,0,9135
316,2019-11-13,10,197,0,0,3813
316,2019-11-13,11,483,0,0,7167
316,2019-11-13,12,552,0,0,6899
316,2019-11-13,13,827,0,0,10973
317,2019-11-14,0,56,0,0,2483
317,2019-11-14,1,58,0,0,1739
317,2019-11-14,2,104,0,0,2334
317,2019-11-14,3,112,0,0,3040
317,2019-11-14,4,477,0,0,6593
317,2019-11-14,5,268,0,0,3520
317,2019-11-14,6,693,0,0,9630
317,2019-11-14,7,724,0,0,10585
317,2019-11-14,8,648,0,0,8891
317,2019-11-14,9,480,0,0,9135
317,2019-11-14,10,197,0,0,3813
317,2019-11-14,11,483,0,0,7166
317,2019-11-14,12,552,0,0,6899
317,2019-11-14,13,827,0,0,10973
318,2019-11-15,0,56,0,0,2482
318,2019-11-15,1,58,0,0,1739
318,2019-11-15,2,104,0,0,2334
318,2019-11-15,3,112,0,0,3040
318,2019-11-15,4,477,0,0,6593
318,2019-11-15,5,268,0,0,3520
318,2019-11-15,6,693,0,0,9630
318,2019-11-15,7,724,0,0,10585
318,2019-11-15,8,648,0,0,8891
318,2019-11-15,9,480,0,0,9134
318,2019-11-15,10,197,0,0,3813
318,2019-11-15,11,483,0,0,7166
318,2019-11-15,12,552,0,0,6899
318,2019-11-15,13,827,0,0,10973
319,2019-11-16,0,56,0,0,2482
319,2019-11-16,1,58,0,0,1739
319,2019-11-16,2,104,0,0,2334
319,2019-11-16,3,112,0,0,3040
319,2019-11-16,4,477,0,0,6593
319,2019-11-16,5,268,0,0,3520
319,2019-11-16,6,693,0,0,9630
319,2019-11-16,7,724,0,0,10585
319,2019-11-16,8,648,0,0,8890
319,2019-11-16,9,480,0,0,9134
319,2019-11-16,10,197,0,0,3813
319,2019-11-16,11,483,0,0,7166
319,2019-11-16,12,552,0,0,6898
319,2019-11-16,13,827,0,0,10973
320,2019-11-17,0,56,0,0,2482
320,2019-11-17,1,58,0,0,1739
320,2019-11-17,2,104,0,0,2333
320,2019-11-17,3,112,0,0,3040
320,2019-11-17,4,477,0,0,6593
320,2019-11-17,5,268,0,0,3519
320,2019-11-17,6,693,0,0,9630
320,2019-11-17,7,724,0,0,10584
320,2019-11-17,8,648,0,0,8890
320,2019-11-17,9,480,0,0,9134
320,2019-11-17,10,197,0,0,3812
320,2019-11-17,11,483,0,0,7166
320,2019-11-17,12,552,0,0,6898
320,2019-11-17,13,827,0,0,10972
321,2019-11-18,0,56,0,0,2482
321,2019-11-18,1,58,0,0,1739
321,2019-11-18,2,104,0,0,2333
321,2019-11-18,3,112,0,0,3040
321,2019-11-18,4,477,0,0,6593
321,2019-11-18,5,268,0,0,3519
321,2019-11-18,6,693,0,0,9630
321,2019-11-18,7,724,0,0,10584
321,2019-11-18,8,648,0,0,8889
321,2019-11-18,9,480,0,0,9134
321,2019-11-18,10,197,0,0,3812
321,2019-11-18,11,483,0,0,7166
321,2019-11-18,12,552,0,0,6898
321,2019-11-18,13,827,0,0,10972
322,2019-11-19,0,56,0,0,2482
322,2019-11-19,1,58,0,0,1739
322,2019-11-19,2,104,0,0,2333
322,2019-11-19,3,109,0,0,3013
322,2019-11-19,4,478,0,0,6592
322,2019-11-19,5,269,0,0,3519
322,2019-11-19,6,696,0,0,9629
322,2019-11-19,7,729,0,0,10584
322,2019-11-19,8,651,0,0,8889
322,2019-11-19,9,484,0,0,9134
322,2019-11-19,10,199,0,0,3812
322,2019-11-19,11,486,0,0,7166
322,2019-11-19,12,555,0,0,6898
322,2019-11-19,13,832,0,0,10972
323,2019-11-20,0,56,0,0,2482
323,2019-11-20,1,58,0,0,1739
323,2019-11-20,2,104,0,0,2333
323,2019-11-20,3,109,0,0,3013
323,2019-11-20,4,478,0,0,6592
323,2019-11-20,5,269,0,0,3519
323,2019-11-20,6,696,0,0,9629
323,2019-11-20,7,729,0,0,10584
323,2019-11-20,8,651,0,0,8889
323,2019-11-20,9,484,0,0,9134
323,2019-11-20,10,199,0,0,3812
323,2019-11-20,11,486,0,0,7166
323,2019-11-20,12,555,0,0,6898
323,2019-11-20,13,832,0,0,10972
324,2019-11-21,0,56,0,0,2482
324,2019-11-21,1,58,0,0,1739
324,2019-11-21,2,104,0,0,2333
324,2019-11-21,3,109,0,0,3013
324,2019-11-21,4,478,0,0,6592
324,2019-11-21,5,269,0,0,3519
324,2019-11-21,6,696,0,0,9628
324,2019-11-21,7,729,0,0,10584
324,2019-11-21,8,651,0,0,8889
324,2019-11-21,9,484,0,0,9134
324,2019-11-21,10,199,0,0,3812
324,2019-11-21,11,486,0,0,7166
324,2019-11-21,12,555,0,0,6898
324,2019-11-21,13,832,0,0,10972
325,2019-11-22,0,56,0,0,2481
325,2019-11-22,1,58,0,0,1739
325,2019-11-22,2,104,0,0,2333
325,2019-11-22,3,109,0,0,3012
325,2019-11-22,4,478,0,0,6592
325,2019-11-22,5,269,0,0,3519
325,2019-11-22,6,696,0,0,9628
325,2019-11-22,7,729,0,0,10584
325,2019-11-22,8,651,0,0,8889
325,2019-11-22,9,484,0,0,9134
325,2019-11-22,10,199,0,0,3812
325,2019-11-22,11,486,0,0,7166
325,2019-11-22,12,555,0,0,6898
325,2019-11-22,13,832,0,0,10972
326,2019-11-23,0,56,0,0,2481
326,2019-11-23,1,58,0,0,1739
326,2019-11-23,2,104,0,0,2333
326,2019-11-23,3,109,0,0,3012
326,2019-11-23,4,478,0,0,6592
326,2019-11-23,5,269,0,0,3519
326,2019-11-23,6,696,0,0,9628
326,2019-11-23,7,729,0,0,10584
326,2019-11-23,8,651,0,0,8889
326,2019-11-23,9,484,0,0,9133
326,2019-11-23,10,199,0,0,3812
326,2019-11-23,11,486,0,0,7166
326,2019-11-23,12,555,0,0,6898
326,2019-11-23,13,832,0,0,10972
327,2019-11-24,0,56,0,0,2481
327,2019-11-24,1,58,0,0,1739
327,2019-11-24,2,104,0,0,2333
327,2019-11-24,3,109,0,0,3012
327,2019-11-24,4,478,0,0,6592
327,2019-11-24,5,269,0,0,3519
327,2019-11-24,6,696,0,0,9628
327,2019-11-24,7,729,0,0,10583
327,2019-11-24,8,651,0,0,8889
327,2019-11-24,9,484,0,0,9133
327,2019-11-24,10,199,0,0,3812
327,2019-11-24,11,486,0,0,7165
327,2019-11-24,12,555,0,0,6898
327,2019-11-24,13,832,0,0,10971
328,2019-11-25,0,56,0,0,2481
328,2019-11-25,1,58,0,0,1739
328,2019-11-25,2,104,0,0,2333
328,2019-11-25,3,109,0,0,3012
328,2019-11-25,4,478,0,0,6591
328,2019-11-25,5,269,0,0,3519
328,2019-11-25,6,696,0,0,9627
328,2019-11-25,7,729,0,0,10583
328,2019-11-25,8,651,0,0,8888
328,2019-11-25,9,484,0,0,9133
328,2019-11-25,10,199,0,0,3812
328,2019-11-25,11,486,0,0,7165
328,2019-11-25,12,555,0,0,6898
328,2019-11-25,13,832,0,0,10971
329,2019-11-26,0,56,0,0,2481
329,2019-11-26,1,58,0,0,1739
329,2019-11-26,2,104,0,0,2333
329,2019-11-26,3,108,0,0,2986
329,2019-11-26,4,480,0,0,6591
329,2019-11-26,5,269,0,0,3519
329,2019-11-26,6,699,0,0,9627
329,2019-11-26,7,733,0,0,10583
329,2019-11-26,8,655,0,0,8888
329,2019-11-26,9,487,0,0,9133
329,2019-11-26,10,200,0,0,3812
329,2019-11-26,11,489,0,0,7164
329,2019-11-26,12,558,0,0,6897
329,2019-11-26,13,836,0,0,10971
330,2019-11-27,0,56,0,0,2481
330,2019-11-27,1,58,0,0,1739
330,2019-11-27,2,104,0,0,2333
330,2019-11-27,3,108,0,0,2986
330,2019-11-27,4,480,0,0,6591
330,2019-11-27,5,269,0,0,3519
330,2019-11-27,6,699,0,0,9627
330,2019-11-27,7,733,0,0,10583
330,2019-11-27,8,655,0,0,8888
330,2019-11-27,9,487,0,0,9133
330,2019-11-27,10,200,0,0,3812
330,2019-11-27,11,489,0,0,7164
330,2019-11-27,12,558,0,0,6897
330,2019-11-27,13,836,0,0,10971
331,2019-11-28,0,56,0,0,2481
331,2019-11-28,1,58,0,0,1739
331,2019-11-28,2,104,0,0,2333
331,2019-11-28,3,108,0,0,2986
331,2019-11-28,4,480,0,0,6590
331,2019-11-28,5,269,0,0,3518
331,2019-11-28,6,699,0,0,9627
331,2019-11-28,7,733,0,0,10583
331,2019-11-28,8,655,0,0,8888
331,2019-11-28,9,487,0,0,9133
331,2019-11-28,10,200,0,0,3812
331,2019-11-28,11,489,0,0,7164
331,2019-11-28,12,558,0,0,6896
331,2019-11-28,13,836,0,0,10971
332,2019-11-29,0,56,0,0,2481
332,2019-11-29,1,58,0,0,1739
332,2019-11-29,2,104,0,0,2332
332,2019-11-29,3,108,0,0,2986
332,2019-11-29,4,480,0,0,6590
332,2019-11-29,5,269,0,0,3518
332,2019-11-29,6,699,0,0,9627
332,2019-11-29,7,733,0,0,10583
332,2019-11-29,8,655,0,0,8888
332,2019-11-29,9,487,0,0,9133
332,2019-11-29,10,200,0,0,3812
332,2019-11-29,11,489,0,0,7164
332,2019-11-29,12,558,0,0,6896
332,2019-11-29,13,836,0,0,10970
333,2019-11-30,0,56,0,0,2481
333,2019-11-30,1,58,0,0,1738
333,2019-11-30,2,104,0,0,2332
333,2019-11-30,3,108,0,0,2986
333,2019-11-30,4,480,0,0,6590
333,2019-11-30,5,269,0,0,3518
333,2019-11-30,6,699,0,0,9627
333,2019-11-30,7,733,0,0,10582
333,2019-11-30,8,655,0,0,8888
333,2019-11-30,9,487,0,0,9132
333,2019-11-30,10,200,0,0,3812
333,2019-11-30,11,489,0,0,7164
333,2019-11-30,12,558,0,0,6896
333,2019-11-30,13,836,0,0,10969
334,2019-12-01,0,56,0,0,2481
334,2019-12-01,1,58,0,0,1738
334,2019-12-01,2,104,0,0,2332
334,2019-12-01,3,108,0,0,2984
334,2019-12-01,4,480,0,0,6589
334,2019-12-01,5,269,0,0,3518
334,2019-12-01,6,699,0,0,9626
334,2019-12-01,7,733,0,0,10582
334,2019-12-01,8,655,0,0,8888
334,2019-12-01,9,487,0,0,9132
334,2019-12-01,10,200,0,0,3812
334,2019-12-01,11,489,0,0,7164
334,2019-12-01,12,558,0,0,6896
334,2019-12-01,13,836,0,0,10969
335,2019-12-02,0,56,0,0,2481
335,2019-12-02,1,58,0,0,1738
335,2019-12-02,2,104,0,0,2332
335,2019-12-02,3,108,0,0,2984
335,2019-12-02,4,480,0,0,6589
335,2019-12-02,5,269,0,0,3518
335,2019-12-02,6,699,0,0,9626
335,2019-12-02,7,733,0,0,10581
335,2019-12-02,8,655,0,0,8888
335,2019-12-02,9,487,0,0,9131
335,2019-12-02,10,200,0,0,3812
335,2019-12-02,11,489,0,0,7164
335,2019-12-02,12,558,0,0,6896
335,2019-12-02,13,836,0,0,10969
336,2019-12-03,0,56,0,0,2481
336,2019-12-03,1,58,0,0,1738
336,2019-12-03,2,104,0,0,2332
336,2019-12-03,3,102,0,0,2970
336,2019-12-03,4,479,0,0,6583
336,2019-12-03,5,270,0,0,3518
336,2019-12-03,6,702,0,0,9626
336,2019-12-03,7,738,0,0,10581
336,2019-12-03,8,659,0,0,8887
336,2019-12-03,9,491,0,0,9131
336,2019-12-03,10,201,0,0,3812
336,2019-12-03,11,492,0,0,7163
336,2019-12-03,12,560,0,0,6896
336,2019-12-03,13,840,0,0,10969
337,2019-12-04,0,56,0,0,2480
337,2019-12-04,1,58,0,0,1738
337,2019-12-04,2,104,0,0,2332
337,2019-12-04,3,102,0,0,2970
337,2019-12-04,4,479,0,0,6583
337,2019-12-04,5,270,0,0,3518
337,2019-12-04,6,702,0,0,9626
337,2019-12-04,7,738,0,0,10581
337,2019-12-04,8,659,0,0,8887
337,2019-12-04,9,491,0,0,9131
337,2019-12-04,10,201,0,0,3812
337,2019-12-04,11,492,0,0,7163
337,2019-12-04,12,560,0,0,6896
337,2019-12-04,13,840,0,0,10969
338,2019-12-05,0,56,0,0,2480
338,2019-12-05,1,58,0,0,1738
338,2019-12-05,2,104,0,0,2332
338,2019-12-05,3,102,0,0,2970
338,2019-12-05,4,479,0,0,6583
338,2019-12-05,5,270,0,0,3518
338,2019-12-05,6,702,0,0,9626
338,2019-12-05,7,738,0,0,10581
338,2019-12-05,8,659,0,0,8887
338,2019-12-05,9,491,0,0,9131
338,2019-12-05,10,201,0,0,3811
338,2019-12-05,11,492,0,0,7163
338,2019-12-05,12,560,0,0,6895
338,2019-12-05,13,840,0,0,10969
339,2019-12-06,0,56,0,0,2480
339,2019-12-06,1,58,0,0,1738
339,2019-12-06,2,104,0,0,2332
339,2019-12-06,3,102,0,0,2970
339,2019-12-06,4,479,0,0,6583
339,2019-12-06,5,270,0,0,3518
339,2019-12-06,6,702,0,0,9626
339,2019-12-06,7,738,0,0,10580
339,2019-12-06,8,659,0,0,8887
339,2019-12-06,9,491,0,0,9131
339,2019-12-06,10,201,0,0,3811
339,2019-12-06,11,492,0,0,7162
339,2019-12-06,12,560,0,0,6895
339,2019-12-06,13,840,0,0,10968
340,2019-12-07,0,56,0,0,2480
340,2019-12-07,1,58,0,0,1738
340,2019-12-07,2,104,0,0,2332
340,2019-12-07,3,102,0,0,2970
340,2019-12-07,4,479,0,0,6582
340,2019-12-07,5,270,0,0,3518
340,2019-12-07,6,702,0,0,9625
340,2019-12-07,7,738,0,0,10580
340,2019-12-07,8,659,0,0,8887
340,2019-12-07,9,491,0,0,9131
340,2019-12-07,10,201,0,0,3811
340,2019-12-07,11,492,0,0,7162
340,2019-12-07,12,560,0,0,6895
340,2019-12-07,13,840,0,0,10968
341,2019-12-08,0,56,0,0,2480
341,2019-12-08,1,58,0,0,1738
341,2019-12-08,2,104,0,0,2332
341,2019-12-08,3,102,0,0,2970
341,2019-12-08,4,479,0,0,6582
341,2019-12-08,5,270,0,0,3517
341,2019-12-08,6,702,0,0,9624
341,2019-12-08,7,738,0,0,10580
341,2019-12-08,8,659,0,0,8886
341,2019-12-08,9,491,0,0,9130
341,2019-12-08,10,201,0,0,3811
341,2019-12-08,11,492,0,0,7162
341,2019-12-08,12,560,0,0,6895
341,2019-12-08,13,840,0,0,10968
342,2019-12-09,0,56,0,0,2480
342,2019-12-09,1,58,0,0,1738
342,2019-12-09,2,104,0,0,2332
342,2019-12-09,3,102,0,0,2970
342,2019-12-09,4,479,0,0,6582
342,2019-12-09,5,270,0,0,3517
342,2019-12-09,6,702,0,0,9624
342,2019-12-09,7,738,0,0,10580
342,2019-12-09,8,659,0,0,8886
342,2019-12-09,9,491,0,0,9130
342,2019-12-09,10,201,0,0,3810
342,2019-12-09,11,492,0,0,7162
342,2019-12-09,12,560,0,0,6895
342,2019-12-09,13,840,0,0,10968
343,2019-12-10,0,56,0,0,2480
343,2019-12-10,1,58,0,0,1738
343,2019-12-10,2,104,0,0,2332
343,2019-12-10,3,102,0,0,2970
343,2019-12-10,4,478,0,0,6556
343,2019-12-10,5,270,0,0,3516
343,2019-12-10,6,705,0,0,9624
343,2019-12-10,7,743,0,0,10580
343,2019-12-10,8,663,0,0,8885
343,2019-12-10,9,494,0,0,9129
343,2019-12-10,10,203,0,0,3810
343,2019-12-10,11,495,0,0,7162
343,2019-12-10,12,563,0,0,6895
343,2019-12-10,13,844,0,0,10968
344,2019-12-11,0,56,0,0,2480
344,2019-12-11,1,58,0,0,1738
344,2019-12-11,2,104,0,0,2331
344,2019-12-11,3,102,0,0,2969
344,2019-12-11,4,478,0,0,6556
344,2019-12-11,5,270,0,0,3516
344,2019-12-11,6,705,0,0,9624
344,2019-12-11,7,743,0,0,10580
344,2019-12-11,8,663,0,0,8885
344,2019-12-11,9,494,0,0,9129
344,2019-12-11,10,203,0,0,3810
344,2019-12-11,11,495,0,0,7162
344,2019-12-11,12,563,0,0,6895
344,2019-12-11,13,844,0,0,10968
345,2019-12-12,0,56,0,0,2480
345,2019-12-12,1,58,0,0,1738
345,2019-12-12,2,104,0,0,2330
345,2019-12-12,3,102,0,0,2969
345,2019-12-12,4,478,0,0,6556
345,2019-12-12,5,270,0,0,3516
345,2019-12-12,6,705,0,0,9623
345,2019-12-12,7,743,0,0,10580
345,2019-12-12,8,663,0,0,8885
345,2019-12-12,9,494,0,0,9129
345,2019-12-12,10,203,0,0,3810
345,2019-12-12,11,495,0,0,7162
345,2019-12-12,12,563,0,0,6895
345,2019-12-12,13,844,0,0,10968
346,2019-12-13,0,56,0,0,2480
346,2019-12-13,1,58,0,0,1738
346,2019-12-13,2,104,0,0,2330
346,2019-12-13,3,102,0,0,2969
346,2019-12-13,4,478,0,0,6555
346,2019-12-13,5,270,0,0,3516
346,2019-12-13,6,705,0,0,9623
346,2019-12-13,7,743,0,0,10579
346,2019-12-13,8,663,0,0,8885
346,2019-12-13,9,494,0,0,9129
346,2019-12-13,10,203,0,0,3810
346,2019-12-13,11,495,0,0,7161
346,2019-12-13,12,563,0,0,6895
346,2019-12-13,13,844,0,0,10967
347,2019-12-14,0,56,0,0,2480
347,2019-12-14,1,58,0,0,1738
347,2019-12-14,2,104,0,0,2330
347,2019-12-14,3,102,0,0,2969
347,2019-12-14,4,478,0,0,6554
347,2019-12-14,5,270,0,0,3516
347,2019-12-14,6,705,0,0,9623
347,2019-12-14,7,743,0,0,10579
347,2019-12-14,8,663,0,0,8885
347,2019-12-14,9,494,0,0,9129
347,2019-12-14,10,203,0,0,3810
347,2019-12-14,11,495,0,0,7161
347,2019-12-14,12,563,0,0,6895
347,2019-12-14,13,844,0,0,10967
348,2019-12-15,0,56,0,0,2479
348,2019-12-15,1,58,0,0,1737
348,2019-12-15,2,104,0,0,2330
348,2019-12-15,3,102,0,0,2969
348,2019-12-15,4,478,0,0,6554
348,2019-12-15,5,270,0,0,3516
348,2019-12-15,6,705,0,0,9623
348,2019-12-15,7,743,0,0,10579
348,2019-12-15,8,663,0,0,8885
348,2019-12-15,9,494,0,0,9128
348,2019-12-15,10,203,0,0,3810
348,2019-12-15,11,495,0,0,7161
348,2019-12-15,12,563,0,0,6894
348,2019-12-15,13,844,0,0,10967
349,2019-12-16,0,56,0,0,2478
349,2019-12-16,1,58,0,0,1737
349,2019-12-16,2,104,0,0,2330
349,2019-12-16,3,102,0,0,2969
349,2019-12-16,4,478,0,0,6554
349,2019-12-16,5,270,0,0,3516
